# id_paper,id_journal,volume,year,raw
1388,73158690,56,2000
5781,2764847869,2004,2004
12993,50368787,72,2003
16160,186357190,,1984
21805,70478294,80,2011
24270,4511983,11,2007
24781,151239915,,2007
34988,57667410,75,1997
41593,62003192,25,2002
49268,73158690,79,2006
49843,7571225,25,2012
56467,7020383,24,2009
74687,32015433,19,1997
87791,4458074,1998,1998
94238,4458074,1999,1999
118881,2764557503,,2008
124858,2764552960,,2014
127103,25615441,,2014
128280,27728525,,2005
140204,125501549,3,1989
149844,108066127,4,2003
1388,73158690,56,2000
5781,2764847869,2004,2004
12993,50368787,72,2003
16160,186357190,,1984
21805,70478294,80,2011
24270,4511983,11,2007
24781,151239915,,2007
34988,57667410,75,1997
41593,62003192,25,2002
49268,73158690,79,2006
49843,7571225,25,2012
56467,7020383,24,2009
74687,32015433,19,1997
87791,4458074,1998,1998
94238,4458074,1999,1999
118881,2764557503,,2008
124858,2764552960,,2014
127103,25615441,,2014
128280,27728525,,2005
140204,125501549,3,1989
149844,108066127,4,2003
1388,73158690,56,2000
5781,2764847869,2004,2004
12993,50368787,72,2003
16160,186357190,,1984
21805,70478294,80,2011
24270,4511983,11,2007
24781,151239915,,2007
34988,57667410,75,1997
41593,62003192,25,2002
49268,73158690,79,2006
49843,7571225,25,2012
56467,7020383,24,2009
74687,32015433,19,1997
87791,4458074,1998,1998
94238,4458074,1999,1999
118881,2764557503,,2008
124858,2764552960,,2014
127103,25615441,,2014
128280,27728525,,2005
140204,125501549,3,1989
149844,108066127,4,2003
1388,73158690,56,2000
5781,2764847869,2004,2004
12993,50368787,72,2003
16160,186357190,,1984
21805,70478294,80,2011
24270,4511983,11,2007
24781,151239915,,2007
34988,57667410,75,1997
41593,62003192,25,2002
49268,73158690,79,2006
49843,7571225,25,2012
56467,7020383,24,2009
74687,32015433,19,1997
87791,4458074,1998,1998
94238,4458074,1999,1999
118881,2764557503,,2008
124858,2764552960,,2014
127103,25615441,,2014
128280,27728525,,2005
140204,125501549,3,1989
149844,108066127,4,2003
1388,73158690,56,2000
5781,2764847869,2004,2004
12993,50368787,72,2003
16160,186357190,,1984
21805,70478294,80,2011
24270,4511983,11,2007
24781,151239915,,2007
34988,57667410,75,1997
41593,62003192,25,2002
49268,73158690,79,2006
49843,7571225,25,2012
56467,7020383,24,2009
74687,32015433,19,1997
87791,4458074,1998,1998
94238,4458074,1999,1999
118881,2764557503,,2008
124858,2764552960,,2014
127103,25615441,,2014
128280,27728525,,2005
140204,125501549,3,1989
149844,108066127,4,2003
153060,57667410,69,1997
164942,129839026,12,2005
165983,6941720,27,1993
167261,255146,134,2003
167889,2764557503,,2009
208772,19385221,4,1998
209002,73158690,77,2005
214505,27728525,,1998
215100,178916657,21,1988
215741,27728525,,1994
221938,27728525,,2002
226082,2764886168,17,2005
227494,2764973118,,2005
236116,155002599,15,1992
237528,6941720,26,1992
241752,183285281,79,2010
245881,11189987,16,2009
246555,158577884,36,2000
247967,49967189,22,2002
249145,2181302,,1987
252754,73158690,56,2000
258555,30686695,15,1992
267718,31619775,7,2012
274954,109144305,35,1988
275008,106296714,,2002
278968,42464861,26,1992
289271,161464388,12,2001
292320,93689439,27,2003
294944,65753830,,2013
305562,2595199528,,2007
314725,4511983,11,2007
317536,155002599,20,1997
320896,62003192,22,1999
327400,106296714,,2002
332533,73012565,7,2003
345137,18904315,45,2010
345707,2764461748,377,2012
346441,2645077,10,2013
352166,2764557503,,2008
352759,27728525,,1996
354644,151317046,,2003
